epoch,train_loss,train_f1,val_loss,val_f1
1,3.528535656812714,0.05036257952451706,3.2501237789789834,0.0972638726234436
2,3.1404823907991735,0.1073349192738533,2.8648095528284707,0.10224995017051697
3,2.871933088070009,0.15149590373039246,2.6599319775899253,0.13012532889842987
4,2.690681882020904,0.17204660177230835,2.520689924558004,0.11830230057239532
5,2.555375907479263,0.20090895891189575,2.4219579696655273,0.12737397849559784
6,2.455768585205078,0.2229887992143631,2.344249725341797,0.18978649377822876
7,2.383910318700279,0.250036358833313,2.2849064270655313,0.21281424164772034
8,2.315861940383911,0.2705755829811096,2.2350076039632163,0.20488771796226501
9,2.263273099573647,0.31047970056533813,2.19710381825765,0.25800132751464844
10,2.237927803179113,0.28954288363456726,2.168323040008545,0.24294251203536987
11,2.1836845235126776,0.3267168402671814,2.144678274790446,0.2557574510574341
12,2.1302580717133313,0.34519368410110474,2.1009302536646524,0.3128299117088318
13,2.1096842725102496,0.37797442078590393,2.0930029153823853,0.29879477620124817
14,2.0704885953810157,0.37043875455856323,2.0665223797162375,0.3326459527015686
15,2.0467546974740376,0.39733439683914185,2.060367306073507,0.3445647358894348
16,2.0098782457956452,0.4164612591266632,2.042577544848124,0.3247111737728119
17,1.9712151986796682,0.4464513957500458,2.0056819915771484,0.34449291229248047
18,1.9678860146824906,0.4321920871734619,1.994775076707204,0.3431512117385864
19,1.9549889768042215,0.43756547570228577,2.01710577805837,0.36244529485702515
20,1.9124957788281325,0.4552091658115387,1.9736778537432353,0.3544635772705078
21,1.864448326389964,0.4787096083164215,1.9579425652821858,0.3430292308330536
22,1.8458330834784158,0.49881088733673096,1.93247652053833,0.38417869806289673
23,1.820236962016036,0.5131349563598633,1.9423209428787231,0.34349358081817627
24,1.7868772512528954,0.5111336708068848,1.8995365103085835,0.4146578311920166
25,1.7705702956129865,0.528378963470459,1.964841365814209,0.3894266188144684
26,1.7505264980037039,0.5445936322212219,1.9088768362998962,0.4115127623081207
27,1.7422108272226846,0.5315209627151489,1.881598452727,0.41620534658432007
28,1.6938815523938435,0.5695247650146484,1.9040515422821045,0.4220779538154602
